#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
GUT_GENOME010010_00362	1161902.HMPREF0378_0020	6.5e-45	187.2	Clostridiales incertae sedis			2.5.1.17	ko:K19221	ko00860,ko01100,map00860,map01100	M00122	R01492,R05220,R07268	RC00533	ko00000,ko00001,ko00002,ko01000				Bacteria	1V70U@1239,24JNB@186801,3WDI6@538999,COG2109@1,COG2109@2	NA|NA|NA	H	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
GUT_GENOME010010_00363	180332.JTGN01000005_gene2921	2e-104	386.0	Clostridia				ko:K02016	ko02010,map02010	M00240			ko00000,ko00001,ko00002,ko02000	3.A.1.14			Bacteria	1TSAF@1239,24ATS@186801,COG0614@1,COG0614@2	NA|NA|NA	P	ABC-type Fe3 -hydroxamate transport system, periplasmic component
GUT_GENOME010010_00364	180332.JTGN01000005_gene2920	4.1e-126	458.0	Clostridia				ko:K02015	ko02010,map02010	M00240			ko00000,ko00001,ko00002,ko02000	3.A.1.14			Bacteria	1TPX6@1239,248IS@186801,COG0609@1,COG0609@2	NA|NA|NA	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
GUT_GENOME010010_00365	411467.BACCAP_01104	3e-102	378.3	unclassified Clostridiales	fecE		3.6.3.34	ko:K02013	ko02010,map02010	M00240			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.14			Bacteria	1TP2Q@1239,2492Z@186801,268WV@186813,COG1120@1,COG1120@2	NA|NA|NA	HP	ABC transporter
GUT_GENOME010010_00366	665956.HMPREF1032_03748	2e-39	168.3	Ruminococcaceae													Bacteria	1VBDY@1239,259Y8@186801,3WQWE@541000,COG5561@1,COG5561@2	NA|NA|NA	S	CGGC
GUT_GENOME010010_00367	1308866.J416_09194	4.9e-44	184.5	Gracilibacillus	tnpR1												Bacteria	1V51N@1239,471GI@74385,4HDX2@91061,COG1961@1,COG1961@2	NA|NA|NA	L	Resolvase, N terminal domain
GUT_GENOME010010_00368	1232443.BAIA02000046_gene2200	1.2e-62	246.5	unclassified Clostridiales													Bacteria	1UYKD@1239,24GNR@186801,267S7@186813,28J28@1,2Z8YU@2	NA|NA|NA		
GUT_GENOME010010_00406	537013.CLOSTMETH_03465	6.7e-20	104.4	Clostridia													Bacteria	1VPKW@1239,24SW6@186801,COG2856@1,COG2856@2	NA|NA|NA	E	Pfam:DUF955
GUT_GENOME010010_00425	1236976.JCM16418_893	2.7e-08	65.9	Paenibacillaceae	acpT	GO:0003674,GO:0003824,GO:0006082,GO:0006464,GO:0006520,GO:0006553,GO:0006629,GO:0006631,GO:0006633,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008652,GO:0008897,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009987,GO:0016053,GO:0016740,GO:0016772,GO:0016780,GO:0018070,GO:0018193,GO:0018209,GO:0018215,GO:0019538,GO:0019752,GO:0019878,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.8.7	ko:K00997,ko:K06133	ko00770,map00770		R01625	RC00002	ko00000,ko00001,ko01000			iECNA114_1301.ECNA114_3584	Bacteria	1VEYZ@1239,26Y6T@186822,4HIVV@91061,COG2091@1,COG2091@2	NA|NA|NA	H	Belongs to the P-Pant transferase superfamily
GUT_GENOME010010_00482	1297617.JPJD01000063_gene3092	1.9e-37	162.9	Clostridia													Bacteria	1VZNW@1239,253Y1@186801,2FGKB@1,348G3@2	NA|NA|NA		
GUT_GENOME010010_00594	1235835.C814_00528	7.7e-61	241.1	Ruminococcaceae	rnfC			ko:K03615					ko00000				Bacteria	1VA8H@1239,24MY2@186801,3WQ1S@541000,COG4656@1,COG4656@2	NA|NA|NA	C	SLBB domain
GUT_GENOME010010_00646	445972.ANACOL_04260	1.3e-42	180.6	Ruminococcaceae	ytvI												Bacteria	1TS4S@1239,248E5@186801,3WJEJ@541000,COG0628@1,COG0628@2	NA|NA|NA	S	sporulation integral membrane protein YtvI
GUT_GENOME010010_00658	357809.Cphy_3733	9.4e-51	207.2	Lachnoclostridium	ugpQ		3.1.4.46	ko:K01126	ko00564,map00564		R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000				Bacteria	1V3Z1@1239,220H8@1506553,24C71@186801,COG0584@1,COG0584@2	NA|NA|NA	C	Glycerophosphoryl diester phosphodiesterase family
GUT_GENOME010010_00684	318464.IO99_17720	3.7e-40	171.8	Clostridiaceae													Bacteria	1V3J1@1239,24IF0@186801,36VSJ@31979,COG0398@1,COG0398@2	NA|NA|NA	S	SNARE associated Golgi protein
GUT_GENOME010010_00685	756499.Desde_3323	8.7e-72	276.9	Peptococcaceae	ydjZ	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944											Bacteria	1TRFC@1239,24CYX@186801,261JG@186807,COG0398@1,COG0398@2	NA|NA|NA	S	PFAM SNARE associated Golgi protein
GUT_GENOME010010_00686	318464.IO99_17690	2.8e-36	159.1	Clostridiaceae			1.1.5.3	ko:K00113,ko:K21834	ko00564,ko01110,map00564,map01110		R00848	RC00029	ko00000,ko00001,ko01000				Bacteria	1UYKK@1239,25E5V@186801,36F46@31979,COG0247@1,COG0247@2	NA|NA|NA	C	Cysteine-rich domain
GUT_GENOME010010_00687	756499.Desde_3318	8.4e-53	213.8	Peptococcaceae			3.4.14.13	ko:K20742					ko00000,ko01000,ko01002				Bacteria	1UFV7@1239,24BR5@186801,267AX@186807,COG1215@1,COG1215@2	NA|NA|NA	M	Glycosyl transferase family 2
GUT_GENOME010010_00688	742735.HMPREF9467_04985	1.7e-89	336.3	Lachnoclostridium													Bacteria	1TSNM@1239,21YD4@1506553,24CWV@186801,COG3173@1,COG3173@2	NA|NA|NA	S	Phosphotransferase enzyme family
GUT_GENOME010010_00689	742735.HMPREF9467_04984	2.9e-42	178.7	Lachnoclostridium				ko:K09931					ko00000				Bacteria	1UFV7@1239,21YEW@1506553,24BR5@186801,COG1215@1,COG1215@2,COG3222@1,COG3222@2	NA|NA|NA	M	Uncharacterized protein conserved in bacteria (DUF2064)
GUT_GENOME010010_00742	1235835.C814_03033	7.5e-184	650.6	Ruminococcaceae	malQ		2.4.1.25,3.2.1.20,3.2.1.41	ko:K00705,ko:K01187,ko:K01200	ko00052,ko00500,ko01100,ko01110,map00052,map00500,map01100,map01110		R00028,R00801,R00802,R02111,R05196,R06087,R06088	RC00028,RC00049,RC00077	ko00000,ko00001,ko01000		CBM48,GH13,GH31,GH77		Bacteria	1TNZ0@1239,247YM@186801,3WGCV@541000,COG0366@1,COG0366@2	NA|NA|NA	G	Alpha amylase, catalytic domain protein
GUT_GENOME010010_00774	411902.CLOBOL_04294	2.1e-47	194.9	Lachnoclostridium													Bacteria	1V8EP@1239,223AS@1506553,24JPJ@186801,2C5R4@1,31VPY@2	NA|NA|NA	S	Transposon-encoded protein TnpV
GUT_GENOME010010_00775	411902.CLOBOL_04295	8.2e-34	149.4	Clostridia													Bacteria	1VAI2@1239,24JS2@186801,2DAJW@1,32TVM@2	NA|NA|NA	S	Psort location Cytoplasmic, score
GUT_GENOME010010_00776	585394.RHOM_01530	3.3e-181	641.0	Clostridia													Bacteria	1TPH4@1239,248NI@186801,COG3943@1,COG3943@2	NA|NA|NA	S	Psort location Cytoplasmic, score
GUT_GENOME010010_00777	1232453.BAIF02000019_gene3930	3.5e-150	537.7	unclassified Clostridiales													Bacteria	1UY4F@1239,248MI@186801,26AF0@186813,28JS8@1,2Z9HS@2	NA|NA|NA		
GUT_GENOME010010_00778	411902.CLOBOL_04298	6.9e-108	397.1	Lachnoclostridium													Bacteria	1UZN3@1239,2230G@1506553,24CUS@186801,28IZW@1,2Z8X6@2	NA|NA|NA		
GUT_GENOME010010_00779	411902.CLOBOL_04299	4.9e-25	119.8	Clostridia													Bacteria	1VI6E@1239,24QGV@186801,2DP8A@1,330ZM@2	NA|NA|NA		
GUT_GENOME010010_00780	585394.RHOM_01550	0.0	1104.4	Clostridia													Bacteria	1TPA6@1239,247KF@186801,COG1961@1,COG1961@2	NA|NA|NA	L	Psort location Cytoplasmic, score
GUT_GENOME010010_00781	657322.FPR_13090	4.5e-93	347.4	Ruminococcaceae				ko:K02316	ko03030,map03030				ko00000,ko00001,ko01000,ko03032				Bacteria	1TT8H@1239,249UB@186801,3WRS4@541000,COG0358@1,COG0358@2	NA|NA|NA	L	CHC2 zinc finger
GUT_GENOME010010_00782	718252.FP2_18230	3.9e-230	803.9	Ruminococcaceae				ko:K06919					ko00000				Bacteria	1TSGZ@1239,24CI8@186801,3WHNR@541000,COG3378@1,COG3378@2	NA|NA|NA	S	Phage plasmid primase, P4 family
GUT_GENOME010010_00824	1507.HMPREF0262_00642	5.9e-95	354.0	Clostridiaceae													Bacteria	1UGHW@1239,25NZV@186801,2BQAA@1,30GRT@2,36T6J@31979	NA|NA|NA		
GUT_GENOME010010_00825	1507.HMPREF0262_00640	0.0	2337.8	Clostridiaceae	FbpA		3.1.21.3,3.2.1.170	ko:K01153,ko:K15524					ko00000,ko01000,ko02048		GH38		Bacteria	1TR5Q@1239,249PG@186801,36E9U@31979,COG1293@1,COG1293@2	NA|NA|NA	K	RNA-binding protein homologous to eukaryotic snRNP
GUT_GENOME010010_00826	1507.HMPREF0262_00639	9.6e-106	389.4	Clostridiaceae													Bacteria	1V34T@1239,248F6@186801,28KCG@1,2Z9ZE@2,36JMM@31979	NA|NA|NA	S	Domain of unknown function (DUF1788)
GUT_GENOME010010_00827	1507.HMPREF0262_00638	5.8e-106	390.2	Clostridiaceae													Bacteria	1UYX7@1239,24E2N@186801,28M7Q@1,2ZAM1@2,36FXC@31979	NA|NA|NA	S	Putative inner membrane protein (DUF1819)
GUT_GENOME010010_00828	1507.HMPREF0262_00637	4.2e-36	156.8	Clostridia													Bacteria	1VEM0@1239,24QPN@186801,COG3655@1,COG3655@2	NA|NA|NA	K	Psort location Cytoplasmic, score
GUT_GENOME010010_00829	1232443.BAIA02000151_gene1844	3.9e-119	434.9	unclassified Clostridiales	deaD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	3.6.4.13	ko:K05592	ko03018,map03018				ko00000,ko00001,ko01000,ko03009,ko03019				Bacteria	1TPAP@1239,247IT@186801,267TV@186813,COG0513@1,COG0513@2	NA|NA|NA	L	helicase superfamily c-terminal domain
GUT_GENOME010010_00833	445972.ANACOL_01060	1.8e-209	735.3	Ruminococcaceae	spoIVA			ko:K06398					ko00000				Bacteria	1UHVS@1239,25E4Q@186801,3WGJE@541000,COG5019@1,COG5019@2	NA|NA|NA	DZ	ATPase. Has a role at an early stage in the morphogenesis of the spore coat
GUT_GENOME010010_00844	1507.HMPREF0262_02004	4.4e-47	195.3	Clostridiaceae													Bacteria	1V2HX@1239,24B3D@186801,36FCH@31979,COG4905@1,COG4905@2	NA|NA|NA	NT	Putative ABC-transporter type IV
GUT_GENOME010010_00905	1007096.BAGW01000010_gene2187	1.3e-124	452.6	Oscillospiraceae													Bacteria	1V0C1@1239,24C23@186801,2N7Z1@216572,COG0582@1,COG0582@2	NA|NA|NA	L	Phage integrase, N-terminal SAM-like domain
GUT_GENOME010010_00916	556269.ACDQ01000007_gene1792	2.1e-56	225.3	Oxalobacteraceae	yhbS	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006473,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564		ko:K03824,ko:K09964					ko00000,ko01000				Bacteria	1RA42@1224,2VSWJ@28216,478B0@75682,COG3153@1,COG3153@2	NA|NA|NA	S	Acetyltransferase (GNAT) domain
GUT_GENOME010010_00933	97139.C824_01842	5.2e-37	160.6	Clostridiaceae	yjdF												Bacteria	1V2J3@1239,24G35@186801,28NY7@1,2ZBVG@2,36M6X@31979	NA|NA|NA	S	Protein of unknown function (DUF2992)
GUT_GENOME010010_00934	1235835.C814_02896	6.9e-247	860.1	Ruminococcaceae	glnA		6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727		R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147				Bacteria	1UHUF@1239,2481B@186801,3WHCK@541000,COG3968@1,COG3968@2	NA|NA|NA	S	glutamine synthetase
GUT_GENOME010010_00946	445972.ANACOL_03761	5.1e-31	141.7	Ruminococcaceae				ko:K06194					ko00000	1.A.34.1.2			Bacteria	1V7NW@1239,24K65@186801,3WRFZ@541000,COG0739@1,COG0739@2	NA|NA|NA	M	Peptidase, M23 family
GUT_GENOME010010_00968	883156.HMPREF9282_01622	5.5e-29	134.4	Negativicutes	hutD			ko:K09975					ko00000				Bacteria	1VH52@1239,4H5SD@909932,COG3758@1,COG3758@2	NA|NA|NA	S	HutD
GUT_GENOME010010_00985	1232452.BAIB02000009_gene1947	1.6e-34	151.4	unclassified Clostridiales													Bacteria	1VA39@1239,24MYY@186801,269PM@186813,2CDC9@1,32RXG@2	NA|NA|NA	S	Domain of unknown function (DUF5348)
GUT_GENOME010010_00986	1232452.BAIB02000009_gene1948	9.4e-138	496.5	unclassified Clostridiales													Bacteria	1TPPF@1239,249NG@186801,26A5K@186813,COG3935@1,COG3935@2	NA|NA|NA	L	Psort location Cytoplasmic, score
GUT_GENOME010010_01020	411469.EUBHAL_03001	2.8e-133	481.5	Clostridia			3.1.26.11	ko:K00784	ko03013,map03013				ko00000,ko00001,ko01000,ko03016				Bacteria	1TVEQ@1239,24FE1@186801,COG1234@1,COG1234@2	NA|NA|NA	S	Metallo-beta-lactamase superfamily
GUT_GENOME010010_01040	1232443.BAIA02000057_gene1339	4.4e-86	325.1	unclassified Clostridiales	boxA		1.14.13.208,1.18.1.2,1.19.1.1	ko:K00528,ko:K15511	ko00362,map00362		R09555,R10159	RC01739	ko00000,ko00001,ko01000				Bacteria	1TRX2@1239,249GX@186801,26BMF@186813,COG1145@1,COG1145@2,COG2006@1,COG2006@2	NA|NA|NA	C	Domain of unknown function (DUF362)
GUT_GENOME010010_01041	1118054.CAGW01000034_gene891	1.4e-23	115.5	Paenibacillaceae	blaI												Bacteria	1VA7Q@1239,26XD1@186822,4HKGF@91061,COG3682@1,COG3682@2	NA|NA|NA	K	CopY family
GUT_GENOME010010_01042	1235835.C814_02634	3.6e-105	389.8	Ruminococcaceae	ydbA		3.6.3.4,3.6.3.54	ko:K01533,ko:K17686	ko01524,ko04016,map01524,map04016		R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5			Bacteria	1UZUH@1239,24DMV@186801,3WGP6@541000,COG2217@1,COG2217@2	NA|NA|NA	P	Psort location CytoplasmicMembrane, score
GUT_GENOME010010_01043	1120746.CCNL01000017_gene3167	9.1e-83	313.5	unclassified Bacteria	yacO		2.1.1.185	ko:K03218					ko00000,ko01000,ko03009				Bacteria	2NPDE@2323,COG0566@1,COG0566@2	NA|NA|NA	J	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family
GUT_GENOME010010_01053	1321778.HMPREF1982_01626	2.9e-25	124.0	unclassified Clostridiales	apu		3.2.1.11	ko:K05988	ko00500,map00500		R11309		ko00000,ko00001,ko01000		GH66		Bacteria	1TNZ0@1239,247YM@186801,26853@186813,COG0366@1,COG0366@2,COG5492@1,COG5492@2	NA|NA|NA	G	Alpha-amylase domain
GUT_GENOME010010_01054	1235835.C814_03132	7.2e-19	99.8	Ruminococcaceae													Bacteria	1VK84@1239,25KKU@186801,3WMBV@541000,COG1396@1,COG1396@2	NA|NA|NA	K	Helix-turn-helix XRE-family like proteins
GUT_GENOME010010_01087	1235790.C805_01757	4.5e-72	277.3	Clostridia													Bacteria	1UJ9I@1239,24FQA@186801,COG1853@1,COG1853@2	NA|NA|NA	S	Flavin reductase like domain
GUT_GENOME010010_01088	397291.C804_04744	2.1e-86	325.1	unclassified Lachnospiraceae													Bacteria	1V4BA@1239,24GWR@186801,27KA1@186928,COG0655@1,COG0655@2	NA|NA|NA	S	NADPH-dependent FMN reductase
GUT_GENOME010010_01089	768706.Desor_2586	4.6e-48	198.0	Peptococcaceae	pnb												Bacteria	1V6AG@1239,2515F@186801,266PU@186807,COG0778@1,COG0778@2	NA|NA|NA	C	Nitroreductase family
GUT_GENOME010010_01090	768706.Desor_2586	1.6e-32	146.4	Peptococcaceae	pnb												Bacteria	1V6AG@1239,2515F@186801,266PU@186807,COG0778@1,COG0778@2	NA|NA|NA	C	Nitroreductase family
GUT_GENOME010010_01105	742738.HMPREF9460_01222	7.8e-29	133.7	unclassified Clostridiales	nimA	GO:0000166,GO:0003674,GO:0005488,GO:0005515,GO:0006766,GO:0006767,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0010181,GO:0017144,GO:0019842,GO:0030170,GO:0031406,GO:0032553,GO:0034641,GO:0036094,GO:0042802,GO:0042803,GO:0042816,GO:0043167,GO:0043168,GO:0043177,GO:0044237,GO:0044281,GO:0046483,GO:0046983,GO:0048037,GO:0050662,GO:0070279,GO:0070967,GO:0071704,GO:0072524,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901564		ko:K05558,ko:K07005,ko:K07006					ko00000				Bacteria	1V6NS@1239,24JA3@186801,269SV@186813,COG3467@1,COG3467@2	NA|NA|NA	S	Pyridoxamine 5'-phosphate oxidase
