GUT_GENOME286887_01802	GUT_GENOME004548_00946;3c03be540b8ca47b79b3e2a40116ffe8	93	PRINTS	PR00112	Acylphosphatase signature	25	GUT_GENOME004548_00946;50	2.1E-6	T	26-06-2019	IPR020456	Acylphosphatase	GO:0003998	KEGG: 00620+3.6.1.7|KEGG: 00627+3.6.1.7
GUT_GENOME286887_01802	GUT_GENOME004548_00946;3c03be540b8ca47b79b3e2a40116ffe8	93	ProSitePatterns	PS00151	Acylphosphatase signature 2.	33	GUT_GENOME004548_00946;49	-	T	26-06-2019	IPR017968	Acylphosphatase, conserved site		KEGG: 00620+3.6.1.7|KEGG: 00627+3.6.1.7
GUT_GENOME286887_01802	GUT_GENOME004548_00946;3c03be540b8ca47b79b3e2a40116ffe8	93	PANTHER	PTHR47268		4	GUT_GENOME004548_00946;77	2.5E-20	T	26-06-2019	IPR020456	Acylphosphatase	GO:0003998	KEGG: 00620+3.6.1.7|KEGG: 00627+3.6.1.7
GUT_GENOME286887_01802	GUT_GENOME004548_00946;3c03be540b8ca47b79b3e2a40116ffe8	93	Pfam	PF00708	Acylphosphatase	9	GUT_GENOME004548_00946;79	8.1E-21	T	26-06-2019	IPR001792	Acylphosphatase-like domain		KEGG: 00620+3.6.1.7|KEGG: 00627+3.6.1.7
GUT_GENOME286887_01802	GUT_GENOME004548_00946;3c03be540b8ca47b79b3e2a40116ffe8	93	Gene3D	G3DSA:3.30.70.100		1	GUT_GENOME004548_00946;92	4.1E-25	T	26-06-2019
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	Gene3D	G3DSA:3.90.650.10		424	GUT_GENOME010010_01130;602	7.8E-47	T	26-06-2019	IPR036676	PurM-like, C-terminal domain superfamily
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	SMART	SM01211		971	GUT_GENOME010010_01130;1234	1.0E-114	T	26-06-2019
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	Pfam	PF18072	Formylglycinamide ribonucleotide amidotransferase linker domain	183	GUT_GENOME010010_01130;227	3.0E-9	T	26-06-2019	IPR041609	Phosphoribosylformylglycinamidine synthase, linker domain		KEGG: 00230+6.3.5.3|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	ProSiteProfiles	PS51273	Glutamine amidotransferase type 1 domain profile.	974	GUT_GENOME010010_01130;1236	10.396	T	26-06-2019	IPR017926	Glutamine amidotransferase
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	Pfam	PF02769	AIR synthase related protein, C-terminal domain	435	GUT_GENOME010010_01130;585	3.8E-23	T	26-06-2019	IPR010918	PurM-like, C-terminal domain
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	Gene3D	G3DSA:3.30.1330.10		641	GUT_GENOME010010_01130;805	6.5E-27	T	26-06-2019	IPR036921	PurM-like, N-terminal domain superfamily
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	Gene3D	G3DSA:3.40.50.880		930	GUT_GENOME010010_01130;1233	2.2E-85	T	26-06-2019	IPR029062	Class I glutamine amidotransferase-like
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	CDD	cd02204	PurL_repeat2	676	GUT_GENOME010010_01130;911	5.73876E-61	T	26-06-2019
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	SUPERFAMILY	SSF56042		809	GUT_GENOME010010_01130;947	3.92E-10	T	26-06-2019	IPR036676	PurM-like, C-terminal domain superfamily
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	SUPERFAMILY	SSF55326		626	GUT_GENOME010010_01130;807	1.15E-34	T	26-06-2019	IPR036921	PurM-like, N-terminal domain superfamily
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	SUPERFAMILY	SSF109736		162	GUT_GENOME010010_01130;228	4.18E-18	T	26-06-2019
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	Pfam	PF13507	CobB/CobQ-like glutamine amidotransferase domain	971	GUT_GENOME010010_01130;1234	1.6E-90	T	26-06-2019
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	SUPERFAMILY	SSF52317		968	GUT_GENOME010010_01130;1234	1.21E-71	T	26-06-2019	IPR029062	Class I glutamine amidotransferase-like
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	SUPERFAMILY	SSF56042		433	GUT_GENOME010010_01130;649	5.06E-39	T	26-06-2019	IPR036676	PurM-like, C-terminal domain superfamily
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	TIGRFAM	TIGR01857	FGAM-synthase: phosphoribosylformylglycinamidine synthase	5	GUT_GENOME010010_01130;1234	0.0	T	26-06-2019	IPR010141	Phosphoribosylformylglycinamidine synthase, FGAM
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	CDD	cd01740	GATase1_FGAR_AT	974	GUT_GENOME010010_01130;1231	1.20154E-82	T	26-06-2019
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	SUPERFAMILY	SSF55326		212	GUT_GENOME010010_01130;431	1.88E-29	T	26-06-2019	IPR036921	PurM-like, N-terminal domain superfamily
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	CDD	cd02203	PurL_repeat1	213	GUT_GENOME010010_01130;595	5.80922E-135	T	26-06-2019
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	PANTHER	PTHR10099		5	GUT_GENOME010010_01130;1235	0.0	T	26-06-2019
GUT_GENOME286887_01801	GUT_GENOME010010_01130;e2cd1aa11f2d7dc6f633c4982bcbb69c	1236	PANTHER	PTHR10099:SF7		5	GUT_GENOME010010_01130;1235	0.0	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	MobiDBLite	mobidb-lite	consensus disorder prediction	606	GUT_GENOME016753_01076;639	-	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	SMART	SM00635		1104	GUT_GENOME016753_01076;1182	2.8E-4	T	26-06-2019	IPR003343	Bacterial Ig-like, group 2
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	SMART	SM00635		1219	GUT_GENOME016753_01076;1297	4.5E-5	T	26-06-2019	IPR003343	Bacterial Ig-like, group 2
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	CDD	cd02696	MurNAc-LAA	829	GUT_GENOME016753_01076;999	4.34809E-42	T	26-06-2019	IPR002508	N-acetylmuramoyl-L-alanine amidase, catalytic domain	GO:0008745|GO:0009253
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	Gene3D	G3DSA:2.60.40.1080		1105	GUT_GENOME016753_01076;1187	1.9E-10	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	Pfam	PF01520	N-acetylmuramoyl-L-alanine amidase	830	GUT_GENOME016753_01076;1000	1.6E-35	T	26-06-2019	IPR002508	N-acetylmuramoyl-L-alanine amidase, catalytic domain	GO:0008745|GO:0009253
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	Gene3D	G3DSA:3.40.630.40		826	GUT_GENOME016753_01076;1008	2.9E-41	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	PANTHER	PTHR30404		628	GUT_GENOME016753_01076;1004	8.1E-39	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	Coils	Coil		104	GUT_GENOME016753_01076;124	-	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	Pfam	PF02368	Bacterial Ig-like domain (group 2)	1140	GUT_GENOME016753_01076;1178	4.5E-5	T	26-06-2019	IPR003343	Bacterial Ig-like, group 2
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	Pfam	PF02368	Bacterial Ig-like domain (group 2)	1220	GUT_GENOME016753_01076;1296	2.2E-9	T	26-06-2019	IPR003343	Bacterial Ig-like, group 2
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	SUPERFAMILY	SSF49373		1138	GUT_GENOME016753_01076;1183	1.49E-8	T	26-06-2019	IPR008964	Invasin/intimin cell-adhesion fragments
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	MobiDBLite	mobidb-lite	consensus disorder prediction	1184	GUT_GENOME016753_01076;1215	-	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	MobiDBLite	mobidb-lite	consensus disorder prediction	1075	GUT_GENOME016753_01076;1091	-	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	Coils	Coil		33	GUT_GENOME016753_01076;59	-	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	MobiDBLite	mobidb-lite	consensus disorder prediction	1011	GUT_GENOME016753_01076;1037	-	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	SMART	SM00646		889	GUT_GENOME016753_01076;1000	6.9E-15	T	26-06-2019	IPR002508	N-acetylmuramoyl-L-alanine amidase, catalytic domain	GO:0008745|GO:0009253
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	MobiDBLite	mobidb-lite	consensus disorder prediction	437	GUT_GENOME016753_01076;464	-	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	PANTHER	PTHR30404:SF0		628	GUT_GENOME016753_01076;1004	8.1E-39	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	MobiDBLite	mobidb-lite	consensus disorder prediction	434	GUT_GENOME016753_01076;466	-	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	SUPERFAMILY	SSF53187		829	GUT_GENOME016753_01076;1004	2.17E-36	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	Gene3D	G3DSA:2.60.40.1080		1215	GUT_GENOME016753_01076;1301	2.0E-11	T	26-06-2019
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	SUPERFAMILY	SSF49373		1218	GUT_GENOME016753_01076;1295	6.28E-5	T	26-06-2019	IPR008964	Invasin/intimin cell-adhesion fragments
GUT_GENOME286887_01800	GUT_GENOME016753_01076;3a5aa5d118f2ae1528f178302f55804a	1301	MobiDBLite	mobidb-lite	consensus disorder prediction	1010	GUT_GENOME016753_01076;1100	-	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	PANTHER	PTHR43852:SF2		14	GUT_GENOME004548_00906;111	1.7E-12	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	CDD	cd05403	NT_KNTase_like	22	GUT_GENOME004548_00906;91	5.90221E-12	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	Pfam	PF18765	Polymerase beta, Nucleotidyltransferase	11	GUT_GENOME004548_00906;96	2.9E-13	T	26-06-2019	IPR041633	Polymerase beta, nucleotidyltransferase
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	Gene3D	G3DSA:3.30.460.10		1	GUT_GENOME004548_00906;102	2.5E-16	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	Pfam	PF11642	Mite allergen Blo t 5	93	GUT_GENOME004548_00906;140	1.9E-4	T	26-06-2019	IPR020306	Mite allergen, group 5/21
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	Coils	Coil		217	GUT_GENOME004548_00906;223	-	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	SUPERFAMILY	SSF81301		6	GUT_GENOME004548_00906;96	9.82E-15	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	Pfam	PF08780	Nucleotidyltransferase substrate binding protein like	100	GUT_GENOME004548_00906;221	1.6E-39	T	26-06-2019	IPR010235	Nucleotidyltransferase substrate binding protein, HI0074
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	TIGRFAM	TIGR01987	HI0074: nucleotidyltransferase substrate binding protein, HI0074 family	100	GUT_GENOME004548_00906;221	1.8E-36	T	26-06-2019	IPR010235	Nucleotidyltransferase substrate binding protein, HI0074
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	PANTHER	PTHR43852		14	GUT_GENOME004548_00906;111	1.7E-12	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	SUPERFAMILY	SSF81593		96	GUT_GENOME004548_00906;220	7.46E-37	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	Coils	Coil		94	GUT_GENOME004548_00906;121	-	T	26-06-2019
GUT_GENOME286887_01806	GUT_GENOME004548_00906;1a94bf08f1fff47d994e5c44ae63b2a0	223	Gene3D	G3DSA:1.20.120.330		103	GUT_GENOME004548_00906;223	3.7E-38	T	26-06-2019
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	ProSiteProfiles	PS51737	DNA-binding recombinase domain profile.	165	GUT_GENOME004548_00905;297	9.27	T	26-06-2019	IPR011109	DNA-binding recombinase domain	GO:0000150|GO:0003677
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	Gene3D	G3DSA:3.40.50.1390		4	GUT_GENOME004548_00905;141	9.0E-14	T	26-06-2019	IPR036162	Resolvase-like, N-terminal catalytic domain superfamily	GO:0000150|GO:0003677|GO:0006310
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	Coils	Coil		416	GUT_GENOME004548_00905;450	-	T	26-06-2019
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	Pfam	PF00239	Resolvase, N terminal domain	8	GUT_GENOME004548_00905;158	4.8E-18	T	26-06-2019	IPR006119	Resolvase, N-terminal catalytic domain	GO:0000150|GO:0003677|GO:0006310
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	PANTHER	PTHR30461		8	GUT_GENOME004548_00905;462	1.7E-50	T	26-06-2019
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	Gene3D	G3DSA:1.10.10.2600		144	GUT_GENOME004548_00905;295	1.6E-10	T	26-06-2019	IPR038109	DNA-binding recombinase domain superfamily
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	Pfam	PF07508	Recombinase	184	GUT_GENOME004548_00905;290	4.4E-11	T	26-06-2019	IPR011109	DNA-binding recombinase domain	GO:0000150|GO:0003677
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	CDD	cd00338	Ser_Recombinase	10	GUT_GENOME004548_00905;150	1.49763E-26	T	26-06-2019
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	SMART	SM00857		7	GUT_GENOME004548_00905;160	3.4E-21	T	26-06-2019	IPR006119	Resolvase, N-terminal catalytic domain	GO:0000150|GO:0003677|GO:0006310
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	ProSiteProfiles	PS51736	Resolvase/invertase-type recombinase catalytic domain profile.	6	GUT_GENOME004548_00905;158	16.506	T	26-06-2019	IPR006119	Resolvase, N-terminal catalytic domain	GO:0000150|GO:0003677|GO:0006310
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	Coils	Coil		374	GUT_GENOME004548_00905;401	-	T	26-06-2019
GUT_GENOME286887_01805	GUT_GENOME004548_00905;89354a65a86986e40c29c720a80a1a42	505	SUPERFAMILY	SSF53041		8	GUT_GENOME004548_00905;159	2.22E-21	T	26-06-2019	IPR036162	Resolvase-like, N-terminal catalytic domain superfamily	GO:0000150|GO:0003677|GO:0006310
GUT_GENOME286887_01804	GUT_GENOME004548_00904;0697f7844be76fce586c915d0dd895b9	821	PANTHER	PTHR11070		100	GUT_GENOME004548_00904;819	1.5E-206	T	26-06-2019	IPR000212	DNA helicase, UvrD/REP type	GO:0003677|GO:0004003|GO:0005524
GUT_GENOME286887_01804	GUT_GENOME004548_00904;0697f7844be76fce586c915d0dd895b9	821	PANTHER	PTHR11070		22	GUT_GENOME004548_00904;63	1.5E-206	T	26-06-2019	IPR000212	DNA helicase, UvrD/REP type	GO:0003677|GO:0004003|GO:0005524
GUT_GENOME286887_01804	GUT_GENOME004548_00904;0697f7844be76fce586c915d0dd895b9	821	Pfam	PF00580	UvrD/REP helicase N-terminal domain	24	GUT_GENOME004548_00904;64	2.2E-6	T	26-06-2019	IPR034739	UvrD/AddA helicase, N-terminal	GO:0005524
GUT_GENOME286887_01804	GUT_GENOME004548_00904;0697f7844be76fce586c915d0dd895b9	821	Pfam	PF00580	UvrD/REP helicase N-terminal domain	100	GUT_GENOME004548_00904;332	3.9E-58	T	26-06-2019	IPR034739	UvrD/AddA helicase, N-terminal	GO:0005524
