#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
GUT_GENOME286887_01011	1507.HMPREF0262_01464	GUT_GENOME004548_01069;9.4e-93	GUT_GENOME004548_01069;347.1	Clostridiaceae	mraY	GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008963,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0030203,GO:0034645,GO:0040007,GO:0042546,GO:0042802,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502		R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146		iAF987.Gmet_0409,iEC042_1314.EC042_0088,iECABU_c1320.ECABU_c00920,iECED1_1282.ECED1_0088,iECH74115_1262.ECH74115_0095,iECSP_1301.ECSP_0090,iECs_1301.ECs0091,iG2583_1286.G2583_0091,iSDY_1059.SDY_0117,iZ_1308.Z0097,ic_1306.c0105	Bacteria	1TP8W@1239,247S7@186801,36DPY@31979,COG0472@1,COG0472@2	NA|NA|NA	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan
GUT_GENOME286887_01544	718252.FP2_28540	GUT_GENOME004548_00742;2.8e-51	GUT_GENOME004548_00742;209.1	Clostridia				ko:K20391	ko02024,map02024				ko00000,ko00001,ko03000				Bacteria	1UVZY@1239,24N7C@186801,COG1396@1,COG1396@2	NA|NA|NA	K	sequence-specific DNA binding
GUT_GENOME286887_01545	537013.CLOSTMETH_02211	GUT_GENOME004548_00687;4.2e-74	GUT_GENOME004548_00687;285.0	Ruminococcaceae													Bacteria	1TRM1@1239,247J5@186801,3WHZJ@541000,COG2267@1,COG2267@2	NA|NA|NA	I	Hydrolase, alpha beta domain protein
GUT_GENOME286887_00545	1232443.BAIA02000054_gene1269	GUT_GENOME005506_00913;1.2e-62	GUT_GENOME005506_00913;246.1	Clostridia	ybeY	GO:0000469,GO:0000478,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0006139,GO:0006355,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016072,GO:0016151,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019219,GO:0019222,GO:0019538,GO:0022613,GO:0030490,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043244,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:2000112,GO:2001141	2.6.99.2,3.5.4.5	ko:K01489,ko:K03474,ko:K03595,ko:K07042	ko00240,ko00750,ko00983,ko01100,map00240,map00750,map00983,map01100	M00124	R01878,R02485,R05838,R08221	RC00074,RC00514,RC01476	ko00000,ko00001,ko00002,ko01000,ko03009,ko03029				Bacteria	1V6BU@1239,24MQZ@186801,COG0319@1,COG0319@2	NA|NA|NA	F	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA
GUT_GENOME286887_00012	1105031.HMPREF1141_3123	GUT_GENOME004548_01664;1.3e-51	GUT_GENOME004548_01664;210.3	Clostridiaceae	spoIIIAA			ko:K06390					ko00000				Bacteria	1TQ23@1239,248S2@186801,36E2F@31979,COG3854@1,COG3854@2	NA|NA|NA	S	stage III sporulation protein AA
GUT_GENOME286887_00010	545697.HMPREF0216_03104	GUT_GENOME004548_01666;2.9e-75	GUT_GENOME004548_01666;288.5	Clostridiaceae	trmB	GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008176,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0036265,GO:0040007,GO:0043170,GO:0043412,GO:0043414,GO:0043527,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0106004,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1990234	2.1.1.297,2.1.1.33	ko:K02493,ko:K03439			R10806	RC00003,RC03279	ko00000,ko01000,ko03012,ko03016				Bacteria	1TQCA@1239,248YR@186801,36DWU@31979,COG0220@1,COG0220@2	NA|NA|NA	J	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA
GUT_GENOME286887_00017	663278.Ethha_1204	GUT_GENOME004548_00593;4.7e-08	GUT_GENOME004548_00593;64.7	Ruminococcaceae				ko:K06395					ko00000				Bacteria	1VMR0@1239,24W2Y@186801,2EPB3@1,33GXV@2,3WQNU@541000	NA|NA|NA	S	Stage III sporulation protein AF (Spore_III_AF)
GUT_GENOME286887_00016	1235835.C814_01487	GUT_GENOME004548_00594;1.6e-64	GUT_GENOME004548_00594;253.4	Ruminococcaceae	spoIIIAE			ko:K06394					ko00000				Bacteria	1TQQ2@1239,24AH2@186801,2C2CG@1,2Z7PW@2,3WJA7@541000	NA|NA|NA	S	Stage III sporulation protein AE (spore_III_AE)
GUT_GENOME286887_00015	1235835.C814_01486	GUT_GENOME005506_00403;3.5e-19	GUT_GENOME005506_00403;101.3	Ruminococcaceae	spoIIIAD			ko:K06393					ko00000				Bacteria	1VA9Y@1239,24NK6@186801,2CPUI@1,32SJW@2,3WK13@541000	NA|NA|NA	S	stage III sporulation protein AD
GUT_GENOME286887_00542	1121334.KB911069_gene1746	GUT_GENOME004548_01881;6e-11	GUT_GENOME004548_01881;73.6	Bacteria													Bacteria	2E90D@1,3339T@2	NA|NA|NA	S	Psort location Cytoplasmic, score
GUT_GENOME286887_02069	411467.BACCAP_03269	GUT_GENOME010010_01361;3.8e-279	GUT_GENOME010010_01361;967.2	unclassified Clostridiales	metG	GO:0003674,GO:0003824,GO:0004812,GO:0004825,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006431,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.10,6.1.1.20	ko:K01874,ko:K01890,ko:K06878	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R03660,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016				Bacteria	1TPA1@1239,248AU@186801,268D5@186813,COG0073@1,COG0073@2,COG0143@1,COG0143@2	NA|NA|NA	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation
GUT_GENOME286887_02060	445971.ANASTE_01286	GUT_GENOME010010_00169;3e-95	GUT_GENOME010010_00169;355.5	Clostridia	wblG												Bacteria	1UYBT@1239,24I1K@186801,COG0438@1,COG0438@2	NA|NA|NA	M	glycosyl transferase group 1
GUT_GENOME286887_02061	1297617.JPJD01000028_gene2268	GUT_GENOME016753_02093;4.2e-21	GUT_GENOME016753_02093;107.5	unclassified Clostridiales	yafP		3.6.4.13	ko:K03578,ko:K03830					ko00000,ko01000				Bacteria	1V5VU@1239,24JBE@186801,26CRA@186813,COG0454@1,COG0456@2	NA|NA|NA	K	Acetyltransferase (GNAT) domain
GUT_GENOME286887_02062	608534.GCWU000341_02868	GUT_GENOME004548_01995;1.2e-52	GUT_GENOME004548_01995;213.0	Clostridia													Bacteria	1V4UG@1239,24HYJ@186801,29FP8@1,30Q8Y@2	NA|NA|NA	S	Domain of unknown function (DUF3841)
GUT_GENOME286887_02063	350688.Clos_0809	GUT_GENOME004548_01996;4.1e-61	GUT_GENOME004548_01996;241.1	Clostridiaceae													Bacteria	1V2ZI@1239,25DB8@186801,29FP8@1,2ZCB8@2,36HFH@31979	NA|NA|NA	S	Domain of unknown function (DUF3841)
GUT_GENOME286887_02064	552398.HMPREF0866_00634	GUT_GENOME020504_01923;8.8e-122	GUT_GENOME020504_01923;443.4	Ruminococcaceae	bcrA			ko:K20459	ko02010,map02010	M00813			ko00000,ko00001,ko00002,ko02000	3.A.1.124.3,3.A.1.124.4,3.A.1.124.5			Bacteria	1TP4J@1239,253U3@186801,3WGJ6@541000,COG1131@1,COG1131@2	NA|NA|NA	V	AAA domain, putative AbiEii toxin, Type IV TA system
GUT_GENOME286887_02065	742738.HMPREF9460_00653	GUT_GENOME020527_01738;3.9e-67	GUT_GENOME020527_01738;261.5	unclassified Clostridiales				ko:K20460,ko:K20461	ko02010,map02010	M00813			ko00000,ko00001,ko00002,ko02000	3.A.1.124.3,3.A.1.124.4,3.A.1.124.5			Bacteria	1V2ZU@1239,25D9S@186801,26AZT@186813,COG4200@1,COG4200@2	NA|NA|NA	S	ABC-2 family transporter protein
GUT_GENOME286887_02066	1203606.HMPREF1526_02381	GUT_GENOME004548_01954;6.3e-43	GUT_GENOME004548_01954;181.0	Clostridiaceae	cbiQ			ko:K02008	ko02010,map02010	M00245,M00246			ko00000,ko00001,ko00002,ko02000	3.A.1.18,3.A.1.22,3.A.1.23			Bacteria	1V0B0@1239,24A4J@186801,36FGZ@31979,COG0619@1,COG0619@2	NA|NA|NA	P	Cobalt ABC transporter
GUT_GENOME286887_02067	1449050.JNLE01000003_gene1059	GUT_GENOME004548_01953;3.2e-78	GUT_GENOME004548_01953;298.5	Clostridiaceae	cbiO	GO:0000041,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0008150,GO:0016020,GO:0016021,GO:0030001,GO:0031224,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0071944,GO:0072511,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351	2.1.1.195	ko:K02006,ko:K02188	ko00860,ko01100,ko02010,map00860,map01100,map02010	M00245,M00246	R07773	RC00003,RC02051	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.18,3.A.1.22,3.A.1.23			Bacteria	1TPH8@1239,248A2@186801,36EV8@31979,COG1122@1,COG1122@2	NA|NA|NA	P	part of an ABC transporter complex. Responsible for energy coupling to the transport system
GUT_GENOME286887_01779	1232453.BAIF02000053_gene906	GUT_GENOME004548_00152;1.9e-30	GUT_GENOME004548_00152;138.3	Clostridia													Bacteria	1VA6D@1239,24N9F@186801,COG4430@1,COG4430@2	NA|NA|NA	S	Domain of unknown function (DUF1905)
GUT_GENOME286887_01778	445972.ANACOL_03706	GUT_GENOME004548_00939;7.8e-86	GUT_GENOME004548_00939;324.3	Ruminococcaceae	dacF	GO:0003674,GO:0003824,GO:0004175,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564	3.4.16.4	ko:K01286,ko:K07258	ko00550,ko01100,map00550,map01100				ko00000,ko00001,ko01000,ko01002,ko01011				Bacteria	1TQN0@1239,249B3@186801,3WHE1@541000,COG1686@1,COG1686@2	NA|NA|NA	M	Belongs to the peptidase S11 family
GUT_GENOME286887_01775	1105031.HMPREF1141_1750	GUT_GENOME004548_00942;1.4e-108	GUT_GENOME004548_00942;399.4	Clostridiaceae	ddh		1.4.1.16	ko:K03340	ko00300,ko01100,ko01110,ko01230,map00300,map01100,map01110,map01230	M00526	R02755	RC00006	ko00000,ko00001,ko00002,ko01000				Bacteria	1UHV5@1239,25E3V@186801,36UHJ@31979,COG0673@1,COG0673@2	NA|NA|NA	E	Catalyzes the reversible NADPH-dependent reductive amination of L-2-amino-6-oxopimelate, the acyclic form of L- tetrahydrodipicolinate, to generate the meso compound, D,L-2,6- diaminopimelate
GUT_GENOME286887_01774	1163671.JAGI01000002_gene1555	GUT_GENOME004548_00943;7.5e-33	GUT_GENOME004548_00943;147.1	Clostridiaceae			3.6.1.13,3.6.1.55,3.6.1.67	ko:K01515,ko:K03574,ko:K08310,ko:K19965	ko00230,ko00790,map00230,map00790	M00126	R01054,R04638	RC00002	ko00000,ko00001,ko00002,ko01000,ko03400				Bacteria	1UMMM@1239,25GM7@186801,36V6C@31979,COG1051@1,COG1051@2	NA|NA|NA	F	NUDIX domain
